customer_country,customer_customer_id,event_day,event_hour,event_id,event_month,event_time,event_year,order_basket_value,order_channel,order_device,order_discount,order_id,order_is_returned,order_main_category,order_n_items,order_order_total,order_shipping_fee,price_average_per_item
ES,CUST-0461,25,7,0e7b58b6-7532-4072-9e71-0c42ec07f003,1,2026-01-25 07:23:04.850565+00:00,2026,380.41,direct,tablet,0.0,ORD-04081,False,electronics,6,380.41,0.0,63.40166666666667
DE,CUST-0317,25,7,e05bc9b9-e3b4-4f8e-9f9b-ce919d30958c,1,2026-01-25 07:23:02.393879+00:00,2026,367.8,ads,mobile,12.49,ORD-01859,True,home,4,355.31,0.0,91.95
FR,CUST-0440,25,7,404202f9-490f-40b6-869e-242698d362c7,1,2026-01-25 07:12:11.808903+00:00,2026,241.64,seo,desktop,0.0,ORD-03853,False,home,8,241.64,0.0,30.205
ES,CUST-0423,25,7,5f8fb398-8abf-45dc-b91c-ca22416af9bb,1,2026-01-25 07:12:04.819159+00:00,2026,367.52,ads,mobile,0.0,ORD-03307,False,home,7,367.52,0.0,52.50285714285714
DE,CUST-0473,25,7,e18e21e3-6060-4e79-a2ab-15fb54101048,1,2026-01-25 07:02:11.800047+00:00,2026,366.84,ads,tablet,9.68,ORD-01560,False,home,3,357.16,0.0,122.27999999999999
BE,CUST-0050,25,6,b317af38-812c-4aa1-a8be-25edfc259b57,1,2026-01-25 06:57:11.788293+00:00,2026,38.55,email,mobile,0.0,ORD-01787,False,beauty,1,44.94,6.39,38.55
FR,CUST-0083,25,6,4a249f95-ef09-4a57-aa31-01aed8b04d9b,1,2026-01-25 06:53:02.365389+00:00,2026,286.12,seo,desktop,0.0,ORD-02037,False,electronics,8,286.12,0.0,35.765
ES,CUST-0499,25,6,ea123d15-0d49-4e8a-ac4b-f750f789f0eb,1,2026-01-25 06:51:02.465541+00:00,2026,420.6,affiliate,mobile,0.0,ORD-03500,False,home,4,420.6,0.0,105.15
IT,CUST-0191,25,6,0795578b-ba23-4546-8eab-164e73558e8c,1,2026-01-25 06:44:11.789840+00:00,2026,392.97,direct,desktop,0.0,ORD-01657,False,beauty,3,392.97,0.0,130.99
ES,CUST-0502,25,6,1674b7fb-7e18-402f-833d-68a82ad98435,1,2026-01-25 06:30:04.799670+00:00,2026,397.81,affiliate,tablet,0.0,ORD-04561,False,sports,7,397.81,0.0,56.83
IT,CUST-0355,25,6,b3a17a77-49b2-4919-a05d-466c6be860a8,1,2026-01-25 06:26:04.840553+00:00,2026,70.66,email,desktop,0.0,ORD-02601,False,fashion,1,77.65,6.99,70.66
DE,CUST-0567,25,6,4b20b05a-9c37-4461-b499-f11042da0f95,1,2026-01-25 06:22:04.793837+00:00,2026,369.11,direct,mobile,0.0,ORD-02926,True,electronics,3,369.11,0.0,123.03666666666668
ES,CUST-0083,25,6,8d872b24-0a91-4faf-b7f0-10a4bc40504a,1,2026-01-25 06:16:04.874604+00:00,2026,458.87,seo,mobile,0.0,ORD-03381,False,electronics,2,458.87,0.0,229.435
DE,CUST-0356,25,6,01da9866-a652-4004-841b-001b3c9fb525,1,2026-01-25 06:07:02.415597+00:00,2026,425.63,ads,tablet,13.5,ORD-04035,False,electronics,1,412.13,0.0,425.63
IT,CUST-0369,25,6,425ab93e-5e93-4969-bd87-24203934c5a6,1,2026-01-25 06:04:04.806250+00:00,2026,286.03,affiliate,desktop,0.0,ORD-01563,False,fashion,2,286.03,0.0,143.015
FR,CUST-0565,25,5,af906a99-cfe3-4c84-8483-b5337e0ea90b,1,2026-01-25 05:59:11.764197+00:00,2026,347.57,email,mobile,28.7,ORD-02003,False,home,3,318.87,0.0,115.85666666666667
IT,CUST-0016,25,5,c183c774-a7d8-4588-af57-43e4921ef55d,1,2026-01-25 05:56:11.784173+00:00,2026,207.28,ads,mobile,9.52,ORD-00046,False,electronics,2,197.76,0.0,103.64
IT,CUST-0213,25,5,7c18e258-34a5-4a9c-b67e-85d8caf26681,1,2026-01-25 05:51:11.811884+00:00,2026,314.21,ads,mobile,0.0,ORD-04982,True,beauty,7,314.21,0.0,44.887142857142855
BE,CUST-0099,25,5,582ee9a6-f1c6-49b4-b983-42a00a22167e,1,2026-01-25 05:51:04.842597+00:00,2026,309.57,seo,tablet,0.0,ORD-03166,False,beauty,1,309.57,0.0,309.57
ES,CUST-0511,25,5,2bb3231f-c83e-4cc8-9e39-cd2dd3f92764,1,2026-01-25 05:26:02.391745+00:00,2026,233.0,seo,tablet,0.0,ORD-03945,False,home,3,233.0,0.0,77.66666666666667
DE,CUST-0162,25,5,7225da73-5682-4b64-a51a-985189c473aa,1,2026-01-25 05:23:04.871474+00:00,2026,92.32,direct,tablet,15.24,ORD-04240,False,home,3,77.08,0.0,30.77333333333333
FR,CUST-0087,25,5,df4285f2-78ec-4bc2-a47d-f72a6e693b60,1,2026-01-25 05:23:02.431533+00:00,2026,175.88,email,mobile,13.34,ORD-02985,False,beauty,4,162.54,0.0,43.97
IT,CUST-0413,25,5,5dd55e28-a046-4f20-bc19-86aff26a9926,1,2026-01-25 05:19:02.411675+00:00,2026,297.57,affiliate,tablet,27.54,ORD-00307,False,sports,4,270.03,0.0,74.3925
FR,CUST-0225,25,5,8aa35266-6725-4427-a003-54e2b3e1d1ec,1,2026-01-25 05:18:02.375222+00:00,2026,232.5,direct,mobile,0.0,ORD-03872,False,home,5,232.5,0.0,46.5
FR,CUST-0119,25,5,fe1de2c4-bfe4-4b04-b0b2-31692f88e601,1,2026-01-25 05:17:11.808220+00:00,2026,280.52,direct,mobile,16.62,ORD-00891,False,beauty,3,263.9,0.0,93.50666666666666
BE,CUST-0514,25,5,499400bb-b3b6-43b1-9ed8-62891c234fc2,1,2026-01-25 05:15:11.746656+00:00,2026,233.91,affiliate,tablet,0.0,ORD-03651,False,home,1,233.91,0.0,233.91
IT,CUST-0129,25,5,34a133fc-a656-434e-81a3-77eb94e01d5f,1,2026-01-25 05:12:04.869412+00:00,2026,98.73,email,desktop,0.0,ORD-04396,True,beauty,4,98.73,0.0,24.6825
FR,CUST-0293,25,5,f9a92cca-7e2f-4359-b6e2-1b5c8df8fdf3,1,2026-01-25 05:11:04.787631+00:00,2026,389.2,direct,desktop,0.0,ORD-02461,False,electronics,8,389.2,0.0,48.65
ES,CUST-0488,25,5,872f5e3f-f5fb-4d4f-8824-ad91a8803b95,1,2026-01-25 05:09:02.386251+00:00,2026,34.76,affiliate,desktop,0.0,ORD-00460,True,sports,3,39.7,4.94,11.586666666666666
IT,CUST-0476,25,5,dfa1b911-01dd-43e5-b35a-b5fedd6a8fd1,1,2026-01-25 05:04:04.829660+00:00,2026,433.56,direct,mobile,0.0,ORD-03006,True,fashion,5,433.56,0.0,86.712
BE,CUST-0028,25,5,bdd5b6db-66c7-4611-aa19-1dfc3d774515,1,2026-01-25 05:01:11.815344+00:00,2026,154.79,seo,tablet,0.0,ORD-04787,False,home,4,154.79,0.0,38.6975
FR,CUST-0560,25,4,9a78d4e1-a009-4f4f-8f22-87b3afa72267,1,2026-01-25 04:59:04.839629+00:00,2026,255.52,email,mobile,8.52,ORD-03529,False,electronics,7,247.0,0.0,36.502857142857145
ES,CUST-0049,25,4,dbc76bef-893b-49e0-87d8-d1fc6d7a4abb,1,2026-01-25 04:55:11.804529+00:00,2026,438.86,direct,tablet,5.23,ORD-03033,False,home,5,433.63,0.0,87.772
BE,CUST-0423,25,4,2338ec16-8aaa-4819-b025-b86a972d10ec,1,2026-01-25 04:49:11.813716+00:00,2026,281.2,seo,mobile,0.0,ORD-02520,True,electronics,5,281.2,0.0,56.239999999999995
FR,CUST-0334,25,4,d6f97d6f-39e1-4050-8d78-bf85b97cdce9,1,2026-01-25 04:49:04.867301+00:00,2026,67.37,affiliate,mobile,0.0,ORD-01351,False,home,7,75.12,7.75,9.624285714285715
DE,CUST-0333,25,4,ba2e01e2-67b4-4dba-8ff8-48d6684e4d61,1,2026-01-25 04:45:11.809813+00:00,2026,476.99,direct,tablet,0.0,ORD-00650,False,beauty,3,476.99,0.0,158.99666666666667
FR,CUST-0078,25,4,6dc12303-f99b-4ac9-8322-9f998556e942,1,2026-01-25 04:44:02.385871+00:00,2026,209.33,affiliate,desktop,0.0,ORD-00152,False,electronics,1,209.33,0.0,209.33
FR,CUST-0496,25,4,a6d4a2ee-66ab-472a-9d6f-26733b49f04c,1,2026-01-25 04:41:11.757701+00:00,2026,280.82,ads,mobile,20.85,ORD-01530,False,home,1,259.97,0.0,280.82
DE,CUST-0339,25,4,28af05c3-7d66-4d8b-9043-66a7803dca95,1,2026-01-25 04:38:02.438368+00:00,2026,158.86,seo,tablet,0.0,ORD-01026,False,home,2,158.86,0.0,79.43
DE,CUST-0238,25,4,98a388b6-cbc0-42c9-8cca-7c74267dec24,1,2026-01-25 04:36:02.393203+00:00,2026,363.07,direct,desktop,0.0,ORD-03244,False,fashion,2,363.07,0.0,181.535
ES,CUST-0397,25,4,1472f9c4-1056-46fb-9b26-8e346c8ec100,1,2026-01-25 04:35:11.755325+00:00,2026,480.73,email,mobile,19.37,ORD-04096,False,home,3,461.36,0.0,160.24333333333334
BE,CUST-0167,25,4,5a617182-0c63-4427-bf25-a62f71c554fe,1,2026-01-25 04:34:04.844167+00:00,2026,246.94,direct,tablet,0.0,ORD-01947,True,sports,6,246.94,0.0,41.156666666666666
DE,CUST-0555,25,4,5fc9ec13-f1c4-4c40-8591-d7745b99cd9f,1,2026-01-25 04:32:02.374655+00:00,2026,322.13,direct,mobile,0.0,ORD-00723,False,beauty,3,316.39,0.0,107.37666666666667
ES,CUST-0331,25,4,b354e06f-c01d-48fb-94ed-50eea639dd7c,1,2026-01-25 04:26:02.466456+00:00,2026,489.37,email,desktop,20.97,ORD-02767,False,electronics,7,468.4,0.0,69.91
ES,CUST-0533,25,4,e41a796e-b25c-4fd3-85c6-657d2cea6194,1,2026-01-25 04:15:11.786645+00:00,2026,222.55,affiliate,mobile,0.0,ORD-01281,False,beauty,4,222.55,0.0,55.6375
FR,CUST-0380,25,4,e4430f25-7117-489b-9fad-21fc0082ec38,1,2026-01-25 04:11:02.411505+00:00,2026,259.13,direct,desktop,0.0,ORD-00115,False,electronics,3,259.13,0.0,86.37666666666667
ES,CUST-0526,25,4,4616ef21-5d5a-4409-a513-808d666a2dff,1,2026-01-25 04:05:02.385630+00:00,2026,87.28,affiliate,tablet,0.0,ORD-04868,False,fashion,8,87.28,0.0,10.91
ES,CUST-0346,25,4,37971fba-eed1-42ae-b37b-b9e44d075395,1,2026-01-25 04:03:02.403065+00:00,2026,450.06,seo,tablet,0.0,ORD-04023,False,electronics,7,450.06,0.0,64.29428571428572
IT,CUST-0024,25,4,3e0bc402-a7f8-4f41-8bd3-e390ff63f480,1,2026-01-25 04:02:02.440469+00:00,2026,187.05,seo,desktop,0.0,ORD-00827,False,fashion,3,187.05,0.0,62.35
BE,CUST-0084,25,3,2ba79a07-189b-47bf-9306-319bd2760a11,1,2026-01-25 03:53:02.460898+00:00,2026,433.49,direct,mobile,17.42,ORD-02433,False,home,4,416.07,0.0,108.3725
FR,CUST-0168,25,3,7dc9f450-3ba3-4cb7-9ed4-cd48ef631f86,1,2026-01-25 03:49:02.466791+00:00,2026,160.26,email,mobile,0.0,ORD-01555,False,home,5,160.26,0.0,32.052
ES,CUST-0157,25,3,a8abea94-37e5-4d37-ad61-9f25fd023ba3,1,2026-01-25 03:45:11.822820+00:00,2026,19.42,ads,tablet,0.0,ORD-00748,False,home,4,26.61,7.19,4.855
FR,CUST-0011,25,3,a76f9352-e37d-4a01-807e-8fd8e5a1fe1c,1,2026-01-25 03:45:02.442452+00:00,2026,425.18,affiliate,desktop,0.0,ORD-01093,False,electronics,1,425.18,0.0,425.18
BE,CUST-0312,25,3,355083f1-5aee-4026-ad81-c814f3a15205,1,2026-01-25 03:44:04.826190+00:00,2026,239.17,ads,tablet,10.16,ORD-01180,True,beauty,3,229.01,0.0,79.72333333333333
DE,CUST-0202,25,3,96d6819d-b2a9-4949-bafc-be042da1b1b1,1,2026-01-25 03:43:11.778125+00:00,2026,65.61,direct,mobile,5.69,ORD-01986,False,home,7,63.61,3.69,9.372857142857143
ES,CUST-0226,25,3,d2c29399-ec96-403e-8563-9a3ab1c96580,1,2026-01-25 03:39:11.797968+00:00,2026,133.79,seo,desktop,0.0,ORD-04283,False,sports,6,133.79,0.0,22.298333333333332
DE,CUST-0311,25,3,a5058281-b55b-4136-bdd9-3be528bf5739,1,2026-01-25 03:38:04.830295+00:00,2026,443.29,ads,mobile,8.25,ORD-03062,False,sports,7,435.04,0.0,63.32714285714286
IT,CUST-0058,25,3,2a060099-fcbd-46b4-b358-4f9d1e7edb37,1,2026-01-25 03:37:02.433717+00:00,2026,158.8,affiliate,desktop,10.66,ORD-04724,True,fashion,5,148.14,0.0,31.76
ES,CUST-0002,25,3,be4cb3ad-668f-40ab-8728-a17429aced4d,1,2026-01-25 03:36:02.363214+00:00,2026,183.47,direct,tablet,0.0,ORD-00245,False,beauty,6,183.47,0.0,30.578333333333333
DE,CUST-0140,25,3,1c216c44-6fc1-4a0c-82e4-584b71ce056d,1,2026-01-25 03:33:04.862776+00:00,2026,82.3,email,tablet,0.0,ORD-04727,True,fashion,7,82.3,0.0,11.757142857142856
BE,CUST-0464,25,3,baf7a2a3-96c4-4c49-89dc-6d8f587462ea,1,2026-01-25 03:32:02.419063+00:00,2026,233.1,affiliate,mobile,0.0,ORD-01431,False,beauty,3,233.1,0.0,77.7
DE,CUST-0040,25,3,2a0fabae-8251-4542-8cc1-08e1e5922c3e,1,2026-01-25 03:28:04.830263+00:00,2026,95.76,direct,desktop,10.2,ORD-04710,False,beauty,2,85.56,0.0,47.88
ES,CUST-0006,25,3,524b7ef5-5a67-4b0f-9462-6f8302f89681,1,2026-01-25 03:28:02.432489+00:00,2026,338.76,email,desktop,4.82,ORD-02369,False,electronics,8,333.94,0.0,42.345
FR,CUST-0092,25,3,8e19cf97-82a5-40b2-b569-f5a46437a12f,1,2026-01-25 03:21:02.460772+00:00,2026,324.71,email,desktop,0.0,ORD-00718,False,fashion,6,324.71,0.0,54.11833333333333
IT,CUST-0324,25,3,6d83b29e-dac9-441f-91a1-8ef0b9cb75f8,1,2026-01-25 03:18:11.757144+00:00,2026,318.42,affiliate,desktop,12.48,ORD-04032,False,electronics,5,305.94,0.0,63.684000000000005
IT,CUST-0571,25,3,a30e35a8-6a42-4656-aef7-75d98efedfd2,1,2026-01-25 03:02:04.841632+00:00,2026,383.3,seo,desktop,28.71,ORD-03600,False,beauty,2,354.59,0.0,191.65
FR,CUST-0042,25,2,480b9a98-8412-409c-88da-74da57c51757,1,2026-01-25 02:59:04.805566+00:00,2026,166.05,direct,mobile,7.93,ORD-02240,False,sports,1,158.12,0.0,166.05
ES,CUST-0260,25,2,0a4cabf1-d1de-40f5-bff4-b78e426c1951,1,2026-01-25 02:57:04.798491+00:00,2026,433.81,direct,mobile,0.0,ORD-04895,False,home,2,433.81,0.0,216.905
FR,CUST-0431,25,2,18719da6-0785-468d-a5c3-a5a15a7bed91,1,2026-01-25 02:55:11.811677+00:00,2026,389.0,email,tablet,0.0,ORD-03697,False,sports,7,389.0,0.0,55.57142857142857
BE,CUST-0253,25,2,d54bd9c0-9d3d-4cb1-a267-33d347dcf7eb,1,2026-01-25 02:50:11.792802+00:00,2026,217.84,ads,desktop,0.0,ORD-02641,False,fashion,3,217.84,0.0,72.61333333333333
BE,CUST-0515,25,2,e341d756-f946-43c5-9d68-6924ae05e120,1,2026-01-25 02:50:11.764216+00:00,2026,214.3,direct,desktop,0.0,ORD-04972,False,sports,2,214.3,0.0,107.15
ES,CUST-0561,25,2,1f5b38b5-14ec-484f-bf3c-247b9cd5e43d,1,2026-01-25 02:49:02.436913+00:00,2026,108.33,direct,mobile,0.0,ORD-04517,False,fashion,2,108.33,0.0,54.165
IT,CUST-0021,25,2,ceec669d-1610-4fdf-baf7-b6660dd830cb,1,2026-01-25 02:46:04.787783+00:00,2026,256.17,email,desktop,4.5600000000000005,ORD-00421,False,home,6,251.61,0.0,42.695
IT,CUST-0068,25,2,a67b4cc3-c292-476c-8e7a-7da80ea2916b,1,2026-01-25 02:43:02.446478+00:00,2026,42.42,direct,mobile,0.0,ORD-00503,False,sports,1,50.06,7.64,42.42
DE,CUST-0117,25,2,f2c08c1f-252f-480b-aef6-04b51f6f8ed6,1,2026-01-25 02:42:11.749677+00:00,2026,479.14,direct,tablet,24.53,ORD-00419,True,electronics,2,454.61,0.0,239.57
DE,CUST-0356,25,2,c0cada4a-0805-4fa0-98b0-00f51dacbd80,1,2026-01-25 02:40:11.784912+00:00,2026,158.71,direct,mobile,9.0,ORD-00101,False,electronics,1,149.71,0.0,158.71
IT,CUST-0450,25,2,885b07ae-89d5-4459-8fc0-e84cb5a1e573,1,2026-01-25 02:39:11.777814+00:00,2026,211.86,seo,desktop,0.0,ORD-00123,False,home,5,211.86,0.0,42.372
IT,CUST-0059,25,2,71ef6395-b6af-4712-8306-f1b0891da98b,1,2026-01-25 02:35:02.425878+00:00,2026,358.12,ads,tablet,0.0,ORD-01773,False,sports,1,358.12,0.0,358.12
ES,CUST-0590,25,2,312853ee-5d4f-435a-a643-8b61d0aa5406,1,2026-01-25 02:08:02.384507+00:00,2026,127.07,ads,desktop,0.0,ORD-00997,False,fashion,4,127.07,0.0,31.7675
BE,CUST-0383,25,2,a30a79e4-182a-44fb-afb7-f34c8ab5e2ad,1,2026-01-25 02:03:02.428721+00:00,2026,121.42,affiliate,desktop,0.0,ORD-03023,False,fashion,2,121.42,0.0,60.71
ES,CUST-0416,25,2,6a15ee67-ceec-4a47-8a5d-6d8ae94d3be1,1,2026-01-25 02:01:04.785857+00:00,2026,31.42,affiliate,mobile,3.49,ORD-00183,False,home,2,31.47,3.54,15.71
ES,CUST-0038,25,1,a5aeee70-69e1-42fa-b2eb-8399ae0e6640,1,2026-01-25 01:50:04.833907+00:00,2026,370.03,affiliate,desktop,24.71,ORD-01745,False,beauty,7,345.32,0.0,52.86142857142857
BE,CUST-0079,25,1,a88c0aa8-a3e1-4739-9973-6a4db10ddde6,1,2026-01-25 01:44:04.833373+00:00,2026,399.15,email,mobile,0.0,ORD-00392,False,electronics,8,399.15,0.0,49.89375
FR,CUST-0186,25,1,ba834ee8-337e-456f-9aec-4eee342ccee3,1,2026-01-25 01:43:02.443882+00:00,2026,41.47,email,mobile,0.0,ORD-00710,True,fashion,3,48.04,6.57,13.823333333333332
FR,CUST-0128,25,1,029d949a-8b9a-4b39-83fd-9c25c9ea3453,1,2026-01-25 01:38:02.448295+00:00,2026,300.61,direct,desktop,0.0,ORD-00624,False,home,4,300.61,0.0,75.1525
DE,CUST-0445,25,1,56a9565a-b296-45c0-89f3-58fc312ddff0,1,2026-01-25 01:38:02.368175+00:00,2026,495.06,seo,desktop,24.89,ORD-03797,True,home,6,470.17,0.0,82.51
BE,CUST-0100,25,1,cab24d9e-96a8-47a6-81a7-014e9aebc80d,1,2026-01-25 01:34:11.814253+00:00,2026,307.85,direct,desktop,20.78,ORD-04308,False,beauty,3,287.07,0.0,102.61666666666667
FR,CUST-0483,25,1,42cb23d5-7025-471d-a90c-beacdc4f3040,1,2026-01-25 01:26:02.438404+00:00,2026,354.13,ads,mobile,0.0,ORD-00613,False,fashion,6,354.13,0.0,59.02166666666667
ES,CUST-0401,25,1,8afe13d1-37b8-40f3-8e1e-edba94f16e1b,1,2026-01-25 01:23:02.457225+00:00,2026,345.71,direct,tablet,0.0,ORD-02937,True,beauty,5,345.71,0.0,69.142
FR,CUST-0117,25,1,15f31646-e255-48e0-bc69-fdb3083d1fb3,1,2026-01-25 01:21:11.765156+00:00,2026,362.84,affiliate,tablet,26.0,ORD-03245,False,beauty,4,336.84,0.0,90.71
FR,CUST-0275,25,1,df5c1d24-acff-4995-8808-2bd2c46992bb,1,2026-01-25 01:10:04.840267+00:00,2026,407.21,affiliate,tablet,0.0,ORD-00482,True,beauty,4,407.21,0.0,101.8025
BE,CUST-0526,25,1,109453d7-1541-4222-90e2-ca75dd0e410d,1,2026-01-25 01:04:04.816084+00:00,2026,282.72,email,tablet,0.0,ORD-00959,True,electronics,4,282.72,0.0,70.68
DE,CUST-0252,25,1,74106fff-5199-4848-af22-9fa8bfa3f41d,1,2026-01-25 01:00:11.766473+00:00,2026,26.28,ads,tablet,0.0,ORD-04479,True,fashion,5,31.85,5.57,5.256
FR,CUST-0438,25,0,4be20390-b395-411c-85f4-057932d353b1,1,2026-01-25 00:53:11.772076+00:00,2026,126.49,seo,mobile,17.31,ORD-01800,False,fashion,8,109.18,0.0,15.81125
FR,CUST-0232,25,0,608c5a69-8972-421b-a0b5-9d1abc8af6d1,1,2026-01-25 00:48:11.742087+00:00,2026,351.42,seo,desktop,0.0,ORD-01159,False,fashion,3,351.42,0.0,117.14
FR,CUST-0203,25,0,9da3b2e5-cab8-4f4d-8271-d77c65e94f56,1,2026-01-25 00:47:11.779950+00:00,2026,281.79,ads,tablet,19.11,ORD-02942,True,electronics,3,262.68,0.0,93.93
FR,CUST-0320,25,0,2a282913-0717-4dc3-b980-c4f092361878,1,2026-01-25 00:46:11.783795+00:00,2026,401.74,seo,mobile,0.0,ORD-04713,False,home,7,401.74,0.0,57.39142857142857
BE,CUST-0127,25,0,b744a5d0-6a4f-4bbe-93cc-53ebb660a3be,1,2026-01-25 00:45:04.845405+00:00,2026,314.63,email,desktop,10.79,ORD-01709,True,fashion,6,303.84,0.0,52.43833333333333
IT,CUST-0181,25,0,d84fec73-d292-4e17-b334-bb8cb4a2cf1e,1,2026-01-25 00:39:02.390797+00:00,2026,415.39,ads,mobile,17.47,ORD-02763,False,home,6,397.92,0.0,69.23166666666667
ES,CUST-0417,25,0,916f648c-5466-48f5-ad87-e2e5f3540d21,1,2026-01-25 00:31:11.774842+00:00,2026,484.44,affiliate,desktop,0.0,ORD-00033,False,home,8,484.44,0.0,60.555
FR,CUST-0398,25,0,b6b031fe-4354-4104-8e7a-ccf9479b4b8a,1,2026-01-25 00:24:04.837208+00:00,2026,281.49,seo,mobile,0.0,ORD-04796,False,sports,2,281.49,0.0,140.745
IT,CUST-0530,25,0,426596a1-e5db-4092-8654-7538b58b2ad7,1,2026-01-25 00:23:04.833354+00:00,2026,299.12,seo,tablet,29.13,ORD-02133,False,fashion,2,269.99,0.0,149.56
BE,CUST-0183,25,0,91355885-f244-418f-aab4-ebb75890f028,1,2026-01-25 00:15:04.817173+00:00,2026,11.11,seo,desktop,16.38,ORD-02636,True,home,1,1.0,3.2,11.11
IT,CUST-0442,25,0,7e6ddc05-d0d3-4173-b0a6-ea6c0a72beae,1,2026-01-25 00:09:04.868150+00:00,2026,485.98,direct,tablet,0.0,ORD-02329,False,fashion,7,485.98,0.0,69.42571428571429
BE,CUST-0522,25,0,c0db3261-360d-4206-b3a4-46cc1535b76f,1,2026-01-25 00:02:02.399134+00:00,2026,204.52,direct,tablet,0.0,ORD-03522,False,electronics,4,204.52,0.0,51.13
BE,CUST-0253,25,0,bc89f47d-faac-47ff-90b3-0e4f691b4ac2,1,2026-01-25 00:00:04.839593+00:00,2026,426.4,affiliate,mobile,0.0,ORD-00582,False,home,6,426.4,0.0,71.06666666666666
ES,CUST-0175,25,0,610a1006-d07d-46c1-8083-382aa501a6c0,1,2026-01-25 00:00:04.796307+00:00,2026,462.27,ads,mobile,0.0,ORD-00937,True,beauty,7,462.27,0.0,66.03857142857143
FR,CUST-0591,24,23,8ba23b7a-00e1-4c9b-972a-13a25f4ae6b7,1,2026-01-24 23:59:11.788920+00:00,2026,161.19,seo,desktop,29.31,ORD-04024,False,home,7,131.88,0.0,23.027142857142856
IT,CUST-0595,24,23,95678d95-6aab-4653-9a27-031af9b9a26a,1,2026-01-24 23:59:11.787478+00:00,2026,254.36,seo,desktop,15.59,ORD-00231,False,beauty,7,238.77,0.0,36.33714285714286
BE,CUST-0389,24,23,46520436-cd95-4162-bb47-073af5077308,1,2026-01-24 23:52:04.824613+00:00,2026,58.19,affiliate,mobile,0.0,ORD-00453,True,home,7,62.12,3.93,8.312857142857142
FR,CUST-0577,24,23,9fad5325-bc3a-4b58-aef4-5ad544708b83,1,2026-01-24 23:34:02.406476+00:00,2026,433.7,email,mobile,0.0,ORD-03503,False,beauty,8,433.7,0.0,54.2125
IT,CUST-0504,24,23,f384fced-eebe-437d-bd0a-50cd83af1322,1,2026-01-24 23:25:02.464470+00:00,2026,431.92,direct,mobile,0.0,ORD-02108,True,fashion,2,431.92,0.0,215.96
DE,CUST-0392,24,23,fd71463b-5564-4a14-b659-379967c970b9,1,2026-01-24 23:25:02.438331+00:00,2026,84.81,email,desktop,0.0,ORD-02772,False,fashion,8,84.81,0.0,10.60125
FR,CUST-0188,24,23,dc0316d1-a546-414c-9e24-317aca08c5f1,1,2026-01-24 23:22:04.871591+00:00,2026,99.99,ads,mobile,19.74,ORD-00036,False,beauty,7,80.25,0.0,14.284285714285714
IT,CUST-0554,24,23,b09c3eb8-f30d-409f-acd3-e1993def0338,1,2026-01-24 23:16:04.789857+00:00,2026,332.34,email,tablet,9.82,ORD-02037,True,fashion,4,322.52,0.0,83.085
FR,CUST-0553,24,23,4cf28a5b-eab1-49e5-b0c5-a032a6e50030,1,2026-01-24 23:06:11.778022+00:00,2026,284.0,seo,mobile,0.0,ORD-01973,False,home,7,284.0,0.0,40.57142857142857
BE,CUST-0547,24,23,8144e9d5-563c-47a7-b228-6253e0216846,1,2026-01-24 23:05:04.851469+00:00,2026,50.85,email,mobile,26.54,ORD-00607,True,sports,7,31.69,7.38,7.264285714285714
DE,CUST-0265,24,22,a300726a-833b-48d2-952b-f5ea60e974ef,1,2026-01-24 22:57:11.745181+00:00,2026,129.68,email,mobile,0.0,ORD-03329,False,fashion,6,129.68,0.0,21.613333333333333
FR,CUST-0278,24,22,4b62af80-b82f-47ee-a300-58157dbbcee3,1,2026-01-24 22:43:02.457122+00:00,2026,118.1,ads,desktop,22.2,ORD-04644,True,fashion,6,95.9,0.0,19.683333333333334
IT,CUST-0246,24,22,b2a0e690-f201-448a-af97-52ff4054a921,1,2026-01-24 22:42:02.426956+00:00,2026,468.61,ads,mobile,0.0,ORD-02195,False,beauty,6,468.61,0.0,78.10166666666667
FR,CUST-0525,24,22,5cff822c-7a23-4910-a13a-25a3d06be275,1,2026-01-24 22:41:02.434582+00:00,2026,282.55,ads,tablet,7.59,ORD-04119,False,sports,1,274.96,0.0,282.55
DE,CUST-0396,24,22,648679b3-dcd6-448c-b3d8-b35db10afee5,1,2026-01-24 22:36:04.809691+00:00,2026,459.4,ads,mobile,0.0,ORD-01149,False,home,8,459.4,0.0,57.425
ES,CUST-0049,24,22,e260f723-e12f-425c-9395-5b1e54b8aeac,1,2026-01-24 22:36:04.803372+00:00,2026,330.12,affiliate,tablet,0.0,ORD-03572,False,sports,1,330.12,0.0,330.12
DE,CUST-0573,24,22,a31f4902-e6ce-4992-8023-eb887aaac926,1,2026-01-24 22:35:02.446928+00:00,2026,16.26,affiliate,tablet,25.03,ORD-03698,True,electronics,7,1.0,7.31,2.322857142857143
ES,CUST-0303,24,22,438c4a2e-20a7-41f4-9b83-6e714f9bcc66,1,2026-01-24 22:34:11.756588+00:00,2026,117.17,direct,tablet,0.0,ORD-01616,False,sports,5,117.17,0.0,23.434
DE,CUST-0424,24,22,ceb9914a-42d7-4261-be11-19873a241d9c,1,2026-01-24 22:34:02.454486+00:00,2026,305.71,ads,mobile,15.62,ORD-03624,False,beauty,4,290.09,0.0,76.4275
IT,CUST-0485,24,22,ddfbf716-39d6-4510-828f-2222b456124b,1,2026-01-24 22:25:11.758694+00:00,2026,43.16,affiliate,mobile,22.36,ORD-03725,False,sports,5,26.9,6.1,8.632
