event_day,event_hour,event_month,event_year,order_basket_value,order_discount,order_n_items,order_order_total,order_shipping_fee,price_average_per_item,customer_country_DE,customer_country_ES,customer_country_FR,customer_country_IT,order_channel_affiliate,order_channel_direct,order_channel_email,order_channel_seo,order_device_mobile,order_device_tablet,order_main_category_electronics,order_main_category_fashion,order_main_category_home,order_main_category_sports,order_is_returned
-0.5625,-0.8333333333333334,0.0,0.0,0.8732641940587098,0.0,0.4,0.8858315081592991,0.0,0.28531160625018676,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.5,-0.25,0.0,0.0,0.37744667211233246,0.0,-0.2,0.39275688681864457,0.0,0.7915613662576959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.25,1.0,0.0,0.0,-0.9094951040708075,0.0,0.4,-0.852968092873081,0.0,-0.6955131714989895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.375,0.16666666666666666,0.0,0.0,0.0713864733800007,0.4982909229016331,0.8,0.07489897276120545,0.0,-0.3085215467036053,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-0.6875,0.9166666666666666,0.0,0.0,-0.7990239161229618,0.0,0.4,-0.7482082446452993,0.0,-0.6347349842920471,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.5,-0.8333333333333334,0.0,0.0,0.11948755596455499,0.0,-0.6,0.136224820310331,0.0,2.127658227938112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.5625,-0.3333333333333333,0.0,0.0,0.5348195175415923,0.0,0.4,0.549259133582174,0.0,0.09910872122045612,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-0.875,0.5,0.0,0.0,-0.356436053064221,0.0,0.0,-0.3370659427666554,0.0,-0.20359896294800378,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.75,-0.08333333333333333,0.0,0.0,0.5555819796718126,0.0,-0.2,0.5699067361775201,0.0,0.9875715888711748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.5625,-0.25,0.0,0.0,0.7926959147167392,0.0,0.8,0.8057089387255657,0.0,-0.010888192653883178,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.5,0.16666666666666666,0.0,0.0,-0.7790886437190451,0.0,-0.4,-0.7486195514699078,0.0,-0.3382848821085776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.75,-0.08333333333333333,0.0,0.0,-0.41301583034338707,0.0,0.4,-0.3933327163730964,0.0,-0.42236402914326593,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.9375,-0.4166666666666667,0.0,0.0,-0.22367210199249318,0.0,-0.6,-0.2050364520673309,0.0,1.9233872860155843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.375,-0.08333333333333333,0.0,0.0,0.2279734885692721,1.5921002658564376,-0.4,0.20100564518616776,0.0,1.3238881770099284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.75,-0.08333333333333333,0.0,0.0,-0.8646614209051524,1.005696923661223,0.8,-0.8373795642204194,0.0,-0.6947622616607907,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0.5523972992255437,2.4999999999999996,-0.6,0.47913131998642694,0.0,2.127658227938112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.875,-0.5,0.0,0.0,-0.7582848221025094,2.4999999999999996,0.6,-0.8087937399101295,0.0,-0.6343481519511567,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.5,-0.3333333333333333,0.0,0.0,0.07597737636098573,2.186099506266616,0.0,0.03376829030035684,0.0,0.1532538715233089,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.6875,0.25,0.0,0.0,-0.07337172872312918,0.0,0.0,-0.0555675520046066,0.0,0.03000226126258101,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.625,-0.4166666666666667,0.0,0.0,1.0190563833197193,0.0,-0.2,1.0308171638337909,0.0,1.4975531432260967,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.3125,-0.08333333333333333,0.0,0.0,-0.7496406894626368,0.0,0.4,-0.7004555223082539,0.0,-0.6075657010553981,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.9375,0.5833333333333334,0.0,0.0,-0.9922554361874826,0.0,0.8,-0.9441959465712435,0.0,-0.7474112809981412,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.25,0.4166666666666667,0.0,0.0,-0.2141180606536866,0.0,-0.6,-0.19553526441887484,0.0,1.9549254992199356,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.5,0.5,0.0,0.0,0.1371894161074519,0.0,0.4,0.15382875240357416,0.0,-0.11965634497480614,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.6875,-0.75,0.0,0.0,-0.8045247278028806,0.0,0.6,-0.7520333981141583,0.0,-0.6561537934863854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.1875,-0.5833333333333334,0.0,0.0,0.6028972320163783,0.0,-0.2,0.6169602369127309,0.0,1.0396346709862945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.75,0.9166666666666666,0.0,0.0,0.5612482292969923,0.0,-0.2,0.5755416396746563,0.0,0.9938064160125836,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.625,0.8333333333333334,0.0,0.0,-0.6177039281172128,0.0,-0.2,-0.5968884638718368,0.0,-0.3034472165848678,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.25,0.3333333333333333,0.0,0.0,0.14632986258310682,0.0,0.0,0.1629186332274219,0.0,0.21131285492222832,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.875,0.5833333333333334,0.0,0.0,-0.21138833455688474,0.0,-0.6,-0.19282063937645882,0.0,1.963936417278322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.1875,-0.6666666666666666,0.0,0.0,-0.2228035527798745,2.4999999999999996,0.2,-0.30518966385949764,0.0,-0.22795574751794434,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.3125,-0.8333333333333334,0.0,0.0,-0.9183046746559408,0.0,0.0,-0.8794562523778675,0.0,-0.6672857880357878,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.8125,0.5833333333333334,0.0,0.0,-0.4674449143341639,0.0,-0.6,-0.44746069449157333,0.0,1.118684997589409,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,-0.75,0.0,0.0,-0.9854724804317929,0.0,-0.2,-0.9416458442586708,0.0,-0.7081193548432974,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-0.6875,-0.4166666666666667,0.0,0.0,0.10393638911004735,0.7884542347132549,0.0,0.09941285950787145,0.0,0.1763272829152369,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.6875,0.6666666666666666,0.0,0.0,-0.3641289175188444,0.0,0.0,-0.34471624970437326,0.0,-0.2099475643073212,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0625,-0.5,0.0,0.0,0.10306783989742842,0.7443980250664642,-0.6,0.09974190496755818,0.0,2.127658227938112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.1875,-0.4166666666666667,0.0,0.0,-0.8237155294531242,0.0,-0.4,-0.7789328644435533,0.0,-0.4119423107828093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.0,0.7803294283085004,0.0,-0.2,0.793410864669772,0.0,1.234871228917993,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.25,0.25,0.0,0.0,-0.8847207717680147,0.0,-0.2,-0.8354464221447595,0.0,-0.5972577569128503,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.75,0.5833333333333334,0.0,0.0,0.3120159647617178,0.0,0.6,0.3276881471655819,0.0,-0.1296197157716868,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.4375,-0.5833333333333334,0.0,0.0,-0.6889249635519527,0.0,-0.2,-0.6677154990694183,0.0,-0.3818148978805286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.125,-0.9166666666666666,0.0,0.0,-0.7047656468106666,2.4999999999999996,0.8,-0.7773287678275802,0.0,-0.6287845926954108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.375,-0.16666666666666666,0.0,0.0,-0.7907933783462409,0.0,0.6,-0.7536786254125922,0.0,-0.649678415141398,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.25,-0.3333333333333333,0.0,0.0,-0.44399408559345693,0.0,0.8,-0.4241395975362721,0.0,-0.5211826261080542,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.625,0.25,0.0,0.0,-0.14955590251569073,0.7428788454234714,-0.6,-0.151443172820845,0.0,2.127658227938112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0625,0.25,0.0,0.0,0.8147818804090454,0.0,-0.2,0.8276727231596591,0.0,1.2727807983252437,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.6875,-0.75,0.0,0.0,0.9639241880615844,0.0,-0.6,0.9759899641134796,0.0,2.127658227938112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0625,-0.5833333333333334,0.0,0.0,-0.2767776824211843,2.4999999999999996,0.4,-0.38087011958745925,0.0,-0.3474095743848725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.6875,0.6666666666666666,0.0,0.0,0.5827965216672009,1.5723509304975314,0.2,0.5544004688897801,0.0,0.3039068644252198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.25,-0.75,0.0,0.0,0.3221076794226217,0.0,-0.4,0.337724033686029,0.0,1.479258248986343,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.5,-0.25,0.0,0.0,-0.7131616225326481,0.0,-0.4,-0.6634790387759509,0.0,-0.22947122010049106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.5625,-0.8333333333333334,0.0,0.0,0.13077869572859918,0.0,0.0,0.1474534966221428,0.0,0.1984791231421027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
0.625,0.5833333333333334,0.0,0.0,-0.3611510345041514,0.0,-0.2,-0.34175484056719213,0.0,-0.021150627109267406,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.25,-0.08333333333333333,0.0,0.0,-0.26097835864878555,0.0,-0.2,-0.2421363276470165,0.0,0.08907383520088961,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.9375,0.5833333333333334,0.0,0.0,-0.06555478580956023,0.0,-0.4,-0.04779385301950625,0.0,0.8394148023101855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.75,-0.4166666666666667,0.0,0.0,-0.6397071748368884,0.9996202050892519,0.8,-0.6458339760002468,0.0,-0.6019395659798022,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.25,0.5,0.0,0.0,-0.5004084249273624,1.7759210026585643,0.6,-0.5283236162096019,0.0,-0.5127397664662278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.5625,0.8333333333333334,0.0,0.0,-0.04388241498040588,0.0,0.0,-0.026241375410021472,0.0,0.05433856647329796,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.375,0.9166666666666666,0.0,0.0,0.9451883407608077,2.4999999999999996,0.6,0.8660476498956309,0.0,0.16896934170847033,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.625,0.0,0.0,0.0,-0.7594428877193345,0.0,0.4,-0.7148101304870902,0.0,-0.6129585989842806,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.3125,0.75,0.0,0.0,-0.541478394838336,2.4999999999999996,0.8,-0.5890736342042755,0.0,-0.5614075008497512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.625,0.16666666666666666,0.0,0.0,0.3808795094764923,0.0,-0.4,0.39617073346289494,0.0,1.576262147175484,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.1875,0.8333333333333334,0.0,0.0,0.18036871982049976,0.0,0.0,0.19676918489270023,0.0,0.23940370932393934,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.25,0.9166666666666666,0.0,0.0,0.9602431937795333,0.0,0.6,0.9723293333744639,0.0,0.1760688529059866,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3125,0.08333333333333333,0.0,0.0,0.5716708198484175,0.0,-0.6,0.5859065716547901,0.0,2.127658227938112,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.375,-0.8333333333333334,0.0,0.0,0.3222317578815671,0.0,0.4,0.3378474257334114,0.0,-0.01785117478990876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.875,-0.25,0.0,0.0,0.7608491102540507,2.439802506646411,0.4,0.7079824371985892,0.0,0.22346394139490044,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.5,-0.5833333333333334,0.0,0.0,0.8073785323586281,2.4999999999999996,0.4,0.7291647386659262,0.0,0.2490631404244064,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.0625,-0.8333333333333334,0.0,0.0,0.808495238489138,0.0,0.8,0.8214208594256099,0.0,-0.004368929967702348,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.5625,0.9166666666666666,0.0,0.0,0.22201772253988597,0.0,0.4,0.23818778213077488,0.0,-0.07298616078856918,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.1875,-0.08333333333333333,0.0,0.0,0.9805093420739716,0.0,0.8,0.9924833677802799,0.0,0.06660911587477446,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.5,0.6666666666666666,0.0,0.0,-0.04884555333822755,1.827573110520319,-0.6,-0.08065726830572442,0.0,2.127658227938112,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.6875,0.0,0.0,0.0,-0.4191370343180338,0.0,-0.4,-0.3994200573773021,0.0,0.2558213289681958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.4375,0.6666666666666666,0.0,0.0,-0.06749868166637367,2.4999999999999996,0.4,-0.1496745534750286,0.0,-0.23227006586105034,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.1875,0.75,0.0,0.0,0.4878351410875478,0.0,-0.6,0.5025346783066499,0.0,2.127658227938112,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.5625,-0.5,0.0,0.0,1.0267906072606579,2.4999999999999996,-0.2,0.9479799693576416,0.0,1.5060634547256835,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0625,0.8333333333333334,0.0,0.0,-0.3594966550515442,0.0,-0.6,-0.34010961326875816,0.0,1.4750258480801313,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.5,0.5833333333333334,0.0,0.0,0.046694860049838145,0.35396885681731866,0.4,0.054251370165859465,0.0,-0.16944394273174745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.8125,0.6666666666666666,0.0,0.0,0.992586312078004,2.4999999999999996,-0.4,0.8838983660836391,0.0,2.127658227938112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3125,0.5833333333333334,0.0,0.0,-0.14819103946728976,0.0,0.4,-0.12997295657628197,0.0,-0.276664765689109,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.125,0.25,0.0,0.0,-0.7927372742030544,0.0,0.0,-0.7380078353950088,0.0,-0.5636602303643476,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.5625,0.16666666666666666,0.0,0.0,0.18711031608987408,0.0,0.8,0.20347348613381855,0.0,-0.2607705074472337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.3125,-0.25,0.0,0.0,-0.047025735940359636,2.4999999999999996,0.0,-0.1290680815621433,0.0,0.05174451430497463,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-0.1875,-0.4166666666666667,0.0,0.0,0.9386949014093245,0.0,0.2,0.9509002478123618,0.0,0.5388733792507114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.6875,0.5833333333333334,0.0,0.0,0.8951020028331248,0.0,-0.2,0.9075485084986272,0.0,1.361160610796889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.4375,-0.9166666666666666,0.0,0.0,-0.9210344007527427,0.0,0.0,-0.8670347862746913,0.0,-0.6695385175503842,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.875,0.75,0.0,0.0,0.4889104877317424,0.0,0.4,0.5036040760506318,0.0,0.07385084484467692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.6875,0.16666666666666666,0.0,0.0,0.4873388272517656,2.0782377516141284,0.4,0.44577433651067855,0.0,0.07298616078856918,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.25,-0.9166666666666666,0.0,0.0,-0.3597448119694353,0.0,0.4,-0.34035639736352324,0.0,-0.39305579060992935,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.8125,-0.16666666666666666,0.0,0.0,-0.4599588473111164,0.0,-0.6,-0.4400160409661598,0.0,1.143396757719225,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.75,0.8333333333333334,0.0,0.0,-0.6797431575899827,0.0,0.6,-0.6585844875631099,0.0,-0.5973097679838945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.625,0.25,0.0,0.0,-0.7591533713151283,0.0,-0.6,-0.7044040678244954,0.0,0.15574552689551402,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.4375,-0.9166666666666666,0.0,0.0,0.4981336531800276,0.0,-0.2,0.5127762182394012,0.0,0.9243586334009818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.6875,0.9166666666666666,0.0,0.0,-0.15518079265455514,0.0,0.4,-0.1369240419121654,0.0,-0.28051033425443034,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.75,0.16666666666666666,0.0,0.0,0.9448988243566016,0.0,-0.6,0.9570698501814892,0.0,2.127658227938112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.8125,-0.3333333333333333,0.0,0.0,-0.6502124843609441,2.1207747816179268,0.6,-0.6866356130014087,0.0,-0.5833838037118433,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.125,-0.25,0.0,0.0,0.04487504265197024,2.4999999999999996,0.0,-0.05252388150250387,0.0,0.1275864079630575,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.5,0.16666666666666666,0.0,0.0,0.7165944598968081,0.0,0.0,0.7300284829976041,0.0,0.6819285298806651,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.625,-0.16666666666666666,0.0,0.0,0.9551559769627662,0.0,0.6,0.9672702594317797,0.0,0.1736698422540787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.5625,-0.8333333333333334,0.0,0.0,-0.6451252675441771,2.4999999999999996,0.6,-0.6923527778634666,0.0,-0.5809847930599352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.9375,-0.5833333333333334,0.0,0.0,-0.8113904025312006,0.0,-0.2,-0.7665113983403771,0.0,-0.5165690815718477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.6875,0.5833333333333334,0.0,0.0,0.749433892031061,0.7869350550702621,-0.2,0.7413805513567984,0.0,1.200875492606809,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.6875,-0.08333333333333333,0.0,0.0,0.5383350738783824,0.0,-0.2,0.552755241591346,0.0,0.9685940493239678,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.375,0.4166666666666667,0.0,0.0,0.23124088798817116,0.0,0.6,0.2473599243195442,0.0,-0.1677113239275916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.1875,0.5,0.0,0.0,0.5572363591244196,2.4999999999999996,-0.6,0.450833410453363,0.0,2.127658227938112,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.75,0.25,0.0,0.0,-0.8254112683920466,0.0,-0.2,-0.7847322906705331,0.0,-0.5319968655202967,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.4375,-0.5,0.0,0.0,-0.15286466142090518,0.9297379415115838,0.4,-0.1597927013603973,0.0,-0.2792360630138506,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.9375,0.16666666666666666,0.0,0.0,0.5655909753600862,0.0,-0.2,0.5798603613330455,0.0,0.9985849331647579,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.5625,-0.9166666666666666,0.0,0.0,0.12569147891183197,0.0,-0.4,0.14239442267945832,0.0,1.1550699924766799,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.4375,0.5,0.0,0.0,-0.11903260161508794,0.0,0.2,-0.10097582544138368,0.0,-0.15944546446191193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.125,-0.9166666666666666,0.0,0.0,-0.8393080557939471,2.4999999999999996,0.0,-0.8611942293652507,0.0,-0.6020931611739792,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0625,-0.25,0.0,0.0,-0.6339582062390785,0.6942650968477023,0.2,-0.6318495439635582,0.0,-0.4994028275737506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.5625,0.16666666666666666,0.0,0.0,0.18921964989194845,0.0,-0.2,0.20557115093932204,0.0,0.5844467799763066,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
